Title,Review,Date,Rating,cleaned_text
This ain't it,"Quality-wise it's cosplayers doing a fan film. Gol D. Roger with the obvious glue on mustache, the marine dude with his plastic axe hand and the fake metal jaw. Bucky with the plastic nose, nothing feels like it's actually part of the world.

Everything looks like it's made of plastic, especially weapons that should be made of metal, keys, the one sword from the trailer.

The show also doesn't have an Opening, just the One Piece text, which is insanely lame, the intros are such a big part of anime and they just decided to not do it?

The good thing is that the pacing seems quite fast, and they probably will skip all the filter stuff.",01-Sep-23,5.0,qualitywise cosplayers fan film gol roger obvious glue mustache marine dude plastic axe hand fake metal jaw bucky plastic nose nothing feels like actually part world everything looks like made plastic especially weapons made metal keys one sword trailer show also doesnt opening one piece text insanely lame intros big part anime decided good thing pacing seems quite fast probably skip filter stuff
The Perfect Blend - A True One Piece Experience!,"I absolutely loooved it! I can't believe that it has the anime feeling, the music may be a bit different, but nonetheless, it works perfectly. The costume designs are top-notch; they're so creative and colorful, just like One Piece. The scenario meets the comedy standards of the original series while still maintaining its unique style. . I'm so impressed by how well they adapted the source material while still making it their own.

I'm impressed by how well the voice actors captured the essence of each character. Overall, this series exceeded my expectations, and I can't wait for more content from you! We need more series like this Netflix. Make it happen!!!",31-Aug-23,10.0,absolutely loooved cant believe anime feeling music may bit different nonetheless works perfectly costume designs topnotch theyre creative colorful like one piece scenario meets comedy standards original series still maintaining unique style im impressed well adapted source material still making im impressed well voice actors captured essence character overall series exceeded expectations cant wait content need series like netflix make happen
I Fell in love with One Piece once again,"I was a big anime fan, then during covid I became a big manga fan. Now, I am totally enamored by such a wonderful adaptation of the source Material. Everyone is bringing their A-Game. Inaki is Luffy, I will never not hear his voice when I read one piece now. Mackenyu and Emily Rudd are perfect as both Zoro and Nami, with consistently great performances through all 8 episodes. Jacob as Usopp makes me care about the character and Taz Skylar is the gold standard of Live Action adaptations. My only wish would be for more of Sanji, but here's hoping for a quick renewal so we can follow these characters through the grand line and beyond.",31-Aug-23,10.0,big anime fan covid became big manga fan totally enamored wonderful adaptation source material everyone bringing agame inaki luffy never hear voice read one piece mackenyu emily rudd perfect zoro nami consistently great performances episodes jacob usopp makes care character taz skylar gold standard live action adaptations wish would sanji heres hoping quick renewal follow characters grand line beyond
WOW! Finally a good anime adaptation!!,"This is the first good anime adaptation I've ever watched. Everything is awesome, and it really feels like one piece! And the actors/actresses are great too. Especially Zoro and Buggy. I've laughed at every scene Buggy was in. And the other characters are great too.

One of the things I slightly disliked is that we don't get to hear some of the music from the anime, especially Zoro's theme. But the OST is generally okay, some of the musics are very good, and we get to hear ""We are!"" a couple of times, so I'm happy :)

Luffy's streching animation and fights are also sometimes a little weird, but that's expected. One piece is a difficult anime for adapting into live action, and they did a great job in general.

With Netflix usually ditching good tv-shows, I don't know if we'll ever get more seasons, but I really hope by some miracle we will.",02-Sep-23,10.0,first good anime adaptation ive ever watched everything awesome really feels like one piece actorsactresses great especially zoro buggy ive laughed every scene buggy characters great one things slightly disliked dont get hear music anime especially zoros theme ost generally okay musics good get hear couple times im happy luffys streching animation fights also sometimes little weird thats expected one piece difficult anime adapting live action great job general netflix usually ditching good tvshows dont know well ever get seasons really hope miracle
"Looks good, feels good, is good 9.5/10","My only complaint is the length of the episodes, standard 50-60 minutes don't work well here. Some episodes feel long and heavy and others have to slap together a few different plots to fill the time. 30 minutes per episode would've made the run more dynamic

I can't emphasize enough how good everything is. I went in completely blind, not too interested in pirates or action. And now - I'm obsessed. It's unreal how nice everything looks. Ships are stunning, landscape is beautiful, costumes are great. Translating wacky super powers into our world was done very very well. I don't think there was a character I didn't enjoy and I am convinced Godoy is Luffy in essence, a drawing came to life and there is no other explanation. I'm still shocked at how good the fighting scenes were, so smooth and exciting at the same time. I was glued to the screen to not miss any move.

My annoyance with live actions comes from the question - why do you exist, what's your purpose (other than money). And I think netflix hit the jackpot here. Manga (and anime)'s length and unusual art style have made them less accessible to some people. This is a fine bridge to help you cross into the world of frightening 1000+ episodes and I'm certain new fans will be born in subsequent days.",05-Sep-23,9.0,complaint length episodes standard minutes dont work well episodes feel long heavy others slap together different plots fill time minutes per episode wouldve made run dynamic cant emphasize enough good everything went completely blind interested pirates action im obsessed unreal nice everything looks ships stunning landscape beautiful costumes great translating wacky super powers world done well dont think character didnt enjoy convinced godoy luffy essence drawing came life explanation im still shocked good fighting scenes smooth exciting time glued screen miss move annoyance live actions comes question exist whats purpose money think netflix hit jackpot manga animes length unusual art style made less accessible people fine bridge help cross world frightening episodes im certain new fans born subsequent days
Finally it works!!!,"It took a while ( maybe more than a while) for Netflix to capture the essence of an anime but they finally did it! Engaging since the first episode, it leaves you wanting more ( always a good sign). It is difficult to respect the character building that the anime has but this live action respect each character. However some charactersi think will come to be more relevant with time in the next seasons. I hope the next season will not be delayed because of the writer's strike in Hollywood, but we have to wait and see. Congratultions to all the people involved , a very strong first season! A well grand round of applauses!",09-Sep-23,8.0,took maybe netflix capture essence anime finally engaging since first episode leaves wanting always good sign difficult respect character building anime live action respect character however charactersi think come relevant time next seasons hope next season delayed writers strike hollywood wait see congratultions people involved strong first season well grand round applauses
THE ONE PIECE IS REAL!!!,"One Piece (2023) is a game-changer in the realm of live-action anime adaptations. A must watch for everyone. With an astonishing budget of over $17 million per episode, this series spares no expense in bringing Eiichiro Oda's iconic world to life.

What truly sets it apart is the commitment to staying faithful to the source material. The casting is spot-on, the characters feel authentic, and the chemistry between the Straw Hat Pirates is palpable. Iñaki Godoy as Luffy, Emily Rudd as Nami, and Mackenyu as Zoro shine in their respective roles, making this adaptation a true treasure.

In a sea of lackluster live-action adaptations, One Piece (2023) stands tall as the definitive success story. It's a must-watch for fans and a compelling introduction for newcomers. Prepare to be blown away!

I highly recommend this show to anyone who loves the original One Piece, pirate adventures, anime adaptations, or those who want to experience the essence of One Piece without committing to hundreds of episodes. This live-action series condenses the first three seasons of the anime into eight episodes, taking you on an exciting journey up to the conclusion of the Arlong Park arc. Don't miss this epic voyage!",02-Sep-23,10.0,one piece gamechanger realm liveaction anime adaptations must watch everyone astonishing budget million per episode series spares expense bringing eiichiro odas iconic world life truly sets apart commitment staying faithful source material casting spoton characters feel authentic chemistry straw hat pirates palpable iaki godoy luffy emily rudd nami mackenyu zoro shine respective roles making adaptation true treasure sea lackluster liveaction adaptations one piece stands tall definitive success story mustwatch fans compelling introduction newcomers prepare blown away highly recommend show anyone loves original one piece pirate adventures anime adaptations want experience essence one piece without committing hundreds episodes liveaction series condenses first three seasons anime eight episodes taking exciting journey conclusion arlong park arc dont miss epic voyage
Give chance to your dream : A wonderful show,"If you're seeking an extraordinary adventure and a dose of pirate excitement, look no further than 'One Piece.' Let me tell you why this series is an absolute gem, with a special nod to the fantastic portrayal of our main characters.

The casting choices for the entire crew are nothing short of genius. Each actor has not just stepped into their character's shoes but has become the character. Now, let's dive into the heart of the crew, starting with the unstoppable force that is Monkey D. Luffy.

Luffy, played with infectious enthusiasm, is the driving force behind the series. His unwavering determination, the infectious joy he finds in every adventure, and his dream of becoming the Pirate King are brought to life with incredible authenticity. It's more than just an act; it's a genuine embodiment of the spirit of 'One Piece.'

Roronoa Zoro, the crew's stoic swordsman, is portrayed with a strength that resonates on screen. The actor captures Zoro's unyielding loyalty and unmatched sword skills, bringing a sense of reliability and power to the crew.

Nami, the crew's navigator, is portrayed with fiery determination. The actor embodies Nami's intelligence, resourcefulness, and the subtle vulnerability that makes her character so endearing. Her evolution from a sharp-witted navigator to an integral part of the crew is depicted with finesse.

Sanji, the charismatic chef with a kick, is portrayed with flair. The actor captures Sanji's chivalry, passion for cooking, and the humorous dynamic he adds to the crew. Sanji's comedic yet skillful fighting style is a joy to watch.

What sets this series apart is its commitment to showcasing the strengths, quirks, and growth of each character. The chemistry among the crew is palpable, and the interactions feel genuine. The scriptwriters and actors have successfully translated the essence of these beloved characters from manga to screen, and it's an absolute delight to witness.

In conclusion, 'One Piece' is not just a series; it's a celebration of characters. From Luffy's infectious energy to Zoro's steadfastness, Nami's determination, and Sanji's flair, each member of the crew shines in their unique way. The series doesn't just tell a story; it brings these characters to life in a way that will captivate both long-time fans and newcomers alike. It's a must-watch for anyone ready to embark on a grand adventure filled with laughter, camaraderie, and the indomitable spirit of the Straw Hat Pirates.",29-Sep-23,10.0,youre seeking extraordinary adventure dose pirate excitement look one piece let tell series absolute gem special nod fantastic portrayal main characters casting choices entire crew nothing short genius actor stepped characters shoes become character lets dive heart crew starting unstoppable force monkey luffy luffy played infectious enthusiasm driving force behind series unwavering determination infectious joy finds every adventure dream becoming pirate king brought life incredible authenticity act genuine embodiment spirit one piece roronoa zoro crews stoic swordsman portrayed strength resonates screen actor captures zoros unyielding loyalty unmatched sword skills bringing sense reliability power crew nami crews navigator portrayed fiery determination actor embodies namis intelligence resourcefulness subtle vulnerability makes character endearing evolution sharpwitted navigator integral part crew depicted finesse sanji charismatic chef kick portrayed flair actor captures sanjis chivalry passion cooking humorous dynamic adds crew sanjis comedic yet skillful fighting style joy watch sets series apart commitment showcasing strengths quirks growth character chemistry among crew palpable interactions feel genuine scriptwriters actors successfully translated essence beloved characters manga screen absolute delight witness conclusion one piece series celebration characters luffys infectious energy zoros steadfastness namis determination sanjis flair member crew shines unique way series doesnt tell story brings characters life way captivate longtime fans newcomers alike mustwatch anyone ready embark grand adventure filled laughter camaraderie indomitable spirit straw hat pirates
My favorite of all time,"This show.. OMGGG!! I absolutely LOVE this show. I didn't watch the animated but the live action is PERFECT!!! I think this is honestly the best show I have EVER seen..!! The actors are amazing, the acting is phenomenal!! I just love that monkey Dee Luffy wants to be a pirate and that all of them said ""we're not a crew"" and that ""we'll never be a crew"" and then towards the end they became an amazing crew. The absolute BEST PART was the very end last episode they showed the guy that was in the beggining that raised Luffy. So proud and happy of him for being ""wanted"" by the navy (I honestly forget what they were named exactly) just the best show ever. Thank you to whoever wrote the show.",03-Oct-23,10.0,show omggg absolutely love show didnt watch animated live action perfect think honestly best show ever seen actors amazing acting phenomenal love monkey dee luffy wants pirate said crew well never crew towards end became amazing crew absolute best part end last episode showed guy beggining raised luffy proud happy wanted navy honestly forget named exactly best show ever thank whoever wrote show
I loved it!,"I have watched One Piece for the last 8 years and have never missed a single weekly episode. I did not have much hopes from this series and even avoided starting it for a week. But I started it today and don't regret it at all. It is very difficult to get characters and animations to the level of anime. But they have done great justice to most part of it. I like the main character and seeing the One Piece world in real life is like a dream come true.

The side characters have also been great. I would even go ahead and say that Buggy was done even better than the anime or manga.

So set aside the hesitation and enjoy the ride.",10-Sep-23,10.0,watched one piece last years never missed single weekly episode much hopes series even avoided starting week started today dont regret difficult get characters animations level anime done great justice part like main character seeing one piece world real life like dream come true side characters also great would even go ahead say buggy done even better anime manga set aside hesitation enjoy ride
Relive Your Childhood,"Remember your childhood? How you dreams no matter what, you were, gonna achieve them?!?!? This ""BubbleGum""pirate story. Will bring you right back to the time; when your laser blaster was pitted against my anti-laser beam shield, and how ""magically"" your blaster could somehow penetrate the protective barrier I placed around myself?

It's that kind of fun.. the writing is superb the direction brilliant And the acting, as well as the swift, ease and familiarization of the character development designed to engage your inner child is for lack of a better word flawless Only downside is that it's such a fun easy feel good series, that you'll get so wrapped in the story only to find that you have to wait for it to be picked up again and wait for the next season's n.",10-Sep-23,10.0,remember childhood dreams matter gonna achieve bubblegumpirate story bring right back time laser blaster pitted antilaser beam shield magically blaster could somehow penetrate protective barrier placed around kind fun writing superb direction brilliant acting well swift ease familiarization character development designed engage inner child lack better word flawless downside fun easy feel good series youll get wrapped story find wait picked wait next seasons n
Loved It!,"I haven't seen the cartoon version but I've gotta say that they did a great job with this live action version of One Piece. I'm looking forward to seeing more seasons! The actors that they choose for each character quickly became an interesting and involved piece of the story as the show goes along. I really enjoyed watching this series and there aren't many newer series that can capture my attention like this one has. If you're looking for a new show and if you enjoy pirates, humor, and some randomness, then you should certainly consider checking out One Piece live action show on Netflix! Happy watching! 👍👍",12-Sep-23,10.0,havent seen cartoon version ive gotta say great job live action version one piece im looking forward seeing seasons actors choose character quickly became interesting involved piece story show goes along really enjoyed watching series arent many newer series capture attention like one youre looking new show enjoy pirates humor randomness certainly consider checking one piece live action show netflix happy watching
First Live Action Adaptation I've Thoroughly Enjoyed,"I literally could care less that some of the camera angles are a bit too cheesy, that some of the wigs could've been better, or that they didn't include 'x y z' specific detail from the manga. The cast KILLED it, I'm not sure I can see any regular human but Iñaki as Luffy anymore. The costuming killed it, making sure costumes fit characters but weren't overly repetitive. And the set departments absolutely killed it, they heavily leaned into the island concept which gave a lot more life to the universe that I initially had expected. The people who made this clearly put a stupendous amount of thought and it worked. They nailed the vibe of one piece, and matched the character dynamics extremely well.

In my opinion, one of the challenges of adapting an anime is always that thin line between being too serious so that it becomes unbelievable, and too ridiculous so that all emotional depth is lost. This is a live action adaptation of a manga about a RUBBER MAN who wants to be king of pirates. That is an inherently goofy premise, making that thin line even more precarious to tread, but they pulled it off.

This is a great introduction to the one piece universe if the manga is too intimidating, and it's a fun version to watch for old fans as well with a good amount of Easter eggs that never become overwhelming. By no means is the show perfect, by itself, it is closer to and 8/10. However this is the best live action adaption I've seen, leaps and bounds better than I could've ever expected from a live action show where the source material is so difficult to adapt, which bumped it up to a 10. I really really hope they produce a season 2, because I'm so excited to see what this could become!",02-Sep-23,10.0,literally could care less camera angles bit cheesy wigs couldve better didnt include x z specific detail manga cast killed im sure see regular human iaki luffy anymore costuming killed making sure costumes fit characters werent overly repetitive set departments absolutely killed heavily leaned island concept gave lot life universe initially expected people made clearly put stupendous amount thought worked nailed vibe one piece matched character dynamics extremely well opinion one challenges adapting anime always thin line serious becomes unbelievable ridiculous emotional depth lost live action adaptation manga rubber man wants king pirates inherently goofy premise making thin line even precarious tread pulled great introduction one piece universe manga intimidating fun version watch old fans well good amount easter eggs never become overwhelming means show perfect closer however best live action adaption ive seen leaps bounds better couldve ever expected live action show source material difficult adapt bumped really really hope produce season im excited see could become
Important plot and scenes not included. Characters don't resemble the originals. The conversations are just lame and somewhat cringe.,"The Characters:

The characters are just so unlikable in the show. Luffy hitting Coby is so out of place and it felt horrible. The girl from the first episode was supposed to sneak inside the Marine Base, so she could feed Zoro and that scene was so heartwarming in the manga, it made Zoro so likable (but instead we got a *funny* scene and Zoro being ""mad"" for no reason)... Garp and Sengoku felt like they can barely breath.. Garp is completely different character, it's actually sad..

The conversations and the plot:

instead of cool conversations and character development, we get sloppy fighting scene (Which I won't criticize, since they did their best). The writers value the fighting over the plot, the only reason why people like one piece it's because of the plot, the conversations and the relationship between the characters, instead of those moments we got fighting..

The cast:

I think the actors are doing their best and it's alright, I think they have done a good job in this part. I've seen the interviews with the actors and they seem to like one piece as well. But the writers should step up a little bit!",01-Sep-23,3.0,characters characters unlikable show luffy hitting coby place felt horrible girl first episode supposed sneak inside marine base could feed zoro scene heartwarming manga made zoro likable instead got funny scene zoro mad reason garp sengoku felt like barely breath garp completely different character actually sad conversations plot instead cool conversations character development get sloppy fighting scene wont criticize since best writers value fighting plot reason people like one piece plot conversations relationship characters instead moments got fighting cast think actors best alright think done good job part ive seen interviews actors seem like one piece well writers step little bit
Best thing since stranger things well done Netty!,"Honestly most adaptations these days suck absolute balls!

The way Netflix have adapted the fun and campiness off the anime with keeping a somewhat serious and heartfelt undertone blows my mind!

Gives me strong hope for the last Airbender serieres !

This is how the live dragon ball should have been done! The actor that play Luffy completely nails it! The action sequences are bonkers but amazing at the same time!

It will tug the heart strings and make you laugh in the same episode. Once in a blue moon Netflix nails it and they have knocked it out of the park this time! Stick true to Canon and adapt it perfectly. Amazon can learn a thing or too here ! Source material matters but pulling it off in live action is something else! Do your self the favour and enjoy the most fun show you'll watch on Netflix!",09-Sep-23,10.0,honestly adaptations days suck absolute balls way netflix adapted fun campiness anime keeping somewhat serious heartfelt undertone blows mind gives strong hope last airbender serieres live dragon ball done actor play luffy completely nails action sequences bonkers amazing time tug heart strings make laugh episode blue moon netflix nails knocked park time stick true canon adapt perfectly amazon learn thing source material matters pulling live action something else self favour enjoy fun show youll watch netflix
PERFECT!,"I'm around 350 episodes in, in the anime. I love One piece. As an adult, i sometimes fast forward the long episodes, because like a lot of anime, they pull the string a lot of the stories. So i was worried that the show would be either the stories cut to short or too long like in the anime.

Let just say that the balance is perfect. They did it!

And it's also a perfect balance between animation and human.

Score is pretty much like the anime which is so good! The characters, the actors that plays theses characters are just amazing!

So get on the journey of this new universe and i wish we gonna have a lot more of the serie.",14-Sep-23,9.0,im around episodes anime love one piece adult sometimes fast forward long episodes like lot anime pull string lot stories worried show would either stories cut short long like anime let say balance perfect also perfect balance animation human score pretty much like anime good characters actors plays theses characters amazing get journey new universe wish gonna lot serie
"Very entertaining, with a stellar cast!!!!!!","I have just finished my One Piece Marathon, and I just had to write a review! I am a One Piece (the Anime) fan, albeit not a hardcore one, just someone who has watched various episodes from various seasons, but I don't follow it fanatically.

This Netflix series is fantastic! It is very entertaining, true to the spirit of the anime (and I suppose to the manga), with various little details which are instantly recognizable by someone who has watched the anime. The locations are great, and the CGI not overwhelming, at all.

What stands out for me are the characters and their actors.... They are all exceptional! Iñaki Godoy is AMAZING as Luffy, so loveable and energetic, and he captures the kind hearted, innocent but not naive persona of Luffy. His energy was contagious, and I caught myself having a huge smile on my face, without realizing it , every time he was happy on the screen. It was such a pleasure watching him, and I could not think of anyone better than him in the role.

The rest of the cast is stellar too, both in their physical similarity to their characters and in their acting. They all manage to convey their characters' traits without seemingly trying!

All in all, a series which can be watched by both fans and no fans, and it will deliver! I was sad when it ended, and I cannot wait for the next season! I hope Netflix continues this series in the same spirit, with the same enthusiasm and respect to the manga and anime!",01-Sep-23,10.0,finished one piece marathon write review one piece anime fan albeit hardcore one someone watched various episodes various seasons dont follow fanatically netflix series fantastic entertaining true spirit anime suppose manga various little details instantly recognizable someone watched anime locations great cgi overwhelming stands characters actors exceptional iaki godoy amazing luffy loveable energetic captures kind hearted innocent naive persona luffy energy contagious caught huge smile face without realizing every time happy screen pleasure watching could think anyone better role rest cast stellar physical similarity characters acting manage convey characters traits without seemingly trying series watched fans fans deliver sad ended cannot wait next season hope netflix continues series spirit enthusiasm respect manga anime
BEST LIVE ACTION ANIME ADAPTATION SO FAR,"Very well created live action using facts from manga and anime. Few scenes which were not the part of main stream one piece anime are very impressively used for character intro and storyline. Cast did amazing job although somewhere in few scenes after episode 4 it felt that actors trying too hard to imitate the scenes from anime/manga. Action is good, casting is good(disappointed about Ben Beckmann casting though, no hate for actor but man, Beckmann vibes are missing completely). If you're non-OP fan, you'll love it and if you have an idea about OP, then definitely you'll appreciate and love to watch it.

Best live action of any anime so far. Waiting for S2.",04-Sep-23,9.0,well created live action using facts manga anime scenes part main stream one piece anime impressively used character intro storyline cast amazing job although somewhere scenes episode felt actors trying hard imitate scenes animemanga action good casting gooddisappointed ben beckmann casting though hate actor man beckmann vibes missing completely youre nonop fan youll love idea op definitely youll appreciate love watch best live action anime far waiting
SEASON 2 NEEDS TO BE PUT OUT!!,"Okay WOWWW! I just finished watching the One Piece Live action and I loved it so much that now I feel like I watched it too fast 😭 The chain of terrible live action anime adaptations is finally broken! I literally feel like I NEED a season 2! I don't know if it's just me, but the way everything was put together, the character design, and just straight up filming angles, everything looked great. I don't even know them personally, but I'm honestly proud of them. I've seen some TERRIBLE live action adaptations, and it got me really worried about how this one would turn out. But I'm really glad they didn't ruin this one and it actually turned out really good. I'm not the best at reviewing but I can say that was an amazing live action ESPECIALLY for Netflix! Season 2 petition pleasee 😭😭",02-Sep-23,10.0,okay wowww finished watching one piece live action loved much feel like watched fast chain terrible live action anime adaptations finally broken literally feel like need season dont know way everything put together character design straight filming angles everything looked great dont even know personally im honestly proud ive seen terrible live action adaptations got really worried one would turn im really glad didnt ruin one actually turned really good im best reviewing say amazing live action especially netflix season petition pleasee
THE BEST LIVE ACTION ADAPTATION!,"One piece series takes you to a new world in the universe of one piece, the live action. Live acrion saves time and tells the story making more sense than in the anime. In this live action there is even arlong park, but in 8 episodes, if you want to see east blue watch one piece the series. One piece the series is great watch it now, it was a very good choice. My father (old man) said it was the best series he saw in his entire life, even though he had never seen one piece (anime). In the series there is something very cool, garp appears in one of the first episodes, they make coby and morgan's son more important and bring more drama and meaning to the work (I know I already said that it made more sense but I want to emphasize why it's a very good thing)",06-Sep-23,10.0,one piece series takes new world universe one piece live action live acrion saves time tells story making sense anime live action even arlong park episodes want see east blue watch one piece series one piece series great watch good choice father old man said best series saw entire life even though never seen one piece anime series something cool garp appears one first episodes make coby morgans son important bring drama meaning work know already said made sense want emphasize good thing
Went in with the lowest expectations and I'm blown away,"Netflix, and others, have shown they can not adapt an anime. When I first heard a out One Piece being adapted I just thought I'd do what I always do and forget about it.

I'm in utter shock. They actually did it. They followed the formula from The Last of Us, don't change the source but enhance it for the live action. It sounds so easy to do but I'm in shock. Great job with casting, cinematography(clearly an anime fan), direction, practical effects, etc.

I kept looking for junky CGI, terrible acting, terrible direction, a story going sideways. This One Piece felt faithful, it felt like this was made by ab actual fan and not a corporate machine.",02-Sep-23,8.0,netflix others shown adapt anime first heard one piece adapted thought id always forget im utter shock actually followed formula last us dont change source enhance live action sounds easy im shock great job casting cinematographyclearly anime fan direction practical effects etc kept looking junky cgi terrible acting terrible direction story going sideways one piece felt faithful felt like made ab actual fan corporate machine
"Beautiful adaption of an anime, I never felt comfortable with","I watched One Piece as a teenager and I - let's say - never really got sucked into. I liked some characters here and there, but didn't like the way it was drawn. I could appreciate the storyline tho and always respected the art behind it. So I gave the new live series a chance aaaand I loved it. Great acting of a superb, diverse Cast (that it always has been in the anime and mangas) and beautifully executed. Intriguing storytelling, fast and adventurous. Especially actors of Ruffy, his grandfather and Nami are on fleek. I can understand, if a real fan is disappointed, as one piece is a really unique anime that is special to their fanbase. It always challenging to feel the transfer. But for me it was a fun ride!",01-Sep-23,10.0,watched one piece teenager lets say never really got sucked liked characters didnt like way drawn could appreciate storyline tho always respected art behind gave new live series chance aaaand loved great acting superb diverse cast always anime mangas beautifully executed intriguing storytelling fast adventurous especially actors ruffy grandfather nami fleek understand real fan disappointed one piece really unique anime special fanbase always challenging feel transfer fun ride
"As a long time fan of the series, this is amazing. (spoiler free)","To preface, Is it 1:1 with the Anime/Manga? Of course not, if you want to watch 1000+ episodes of one piece, watch the anime, read the manga, whatever.

This covers roughly the first 50 or so episodes of the anime in 8 ~45 minute long episodes, and honestly? It feels very well paced. Everything/one is there, just not everything got the same level of camera time as the original, fights are not as prolonged, some lesser fights were completely removed (though characters do tend to be there in the background serving lesser roles).

What this show lacks in combat (which there is still plenty) it makes up for in plot. Nothing feels forced, there are small things slid in here and there that I think are pronounced enough that everyone, not just the long time fans of the series, would take notice.

And for anime/manga readers? There is so much fan service in the way of easter eggs. I wont spoil any here, but just know its very worth it to watch.

I can't wait to see how this series continues to develop. This is an amazing entry point, and the one piece story is giant, there are so many directions they could take this.",31-Aug-23,10.0,preface animemanga course want watch episodes one piece watch anime read manga whatever covers roughly first episodes anime minute long episodes honestly feels well paced everythingone everything got level camera time original fights prolonged lesser fights completely removed though characters tend background serving lesser roles show lacks combat still plenty makes plot nothing feels forced small things slid think pronounced enough everyone long time fans series would take notice animemanga readers much fan service way easter eggs wont spoil know worth watch cant wait see series continues develop amazing entry point one piece story giant many directions could take
Blown away,"Admittedly it's been 20 years since I've regularly watched One Piece and I can't say I've watched all of its many many episodes. Let's say eventually life just got in the way of my anime bingings.

But man, did this show feels just... RIGHT!

I wasn't too wowed with the trailers, but the show itself just hits bullseye in all the departments. I cared for every single character. Superb writing and acting all around. There was suspense and just fun things to see non-stop. The sets and makeup were both top notch. The action choreography? Chef's kiss! The special effects? Cartoonish? Of course! It's based on an anime after all. But it was done in such an effective manner it blended perfectly into the all over vibe of the show.

But most importantly, it just captured the spirit of One Piece bang on. Such an amazing fun watch.

Thanks for everyone involved in creating this for making me enjoy something nostalgic in such a fresh and exciting way.

I had been very apprehensive after seeing two of my favorite shows from way back when getting... well... less than ideal adaptations (Death Note and Cowboy Bebop).

But this, absolutely amazing. For One Piece fans as well as for people who just like fun, action and pirates, served up with a good dash of fantasy.

I absolutely hope they're going in for another season at the very least.",05-Sep-23,10.0,admittedly years since ive regularly watched one piece cant say ive watched many many episodes lets say eventually life got way anime bingings man show feels right wasnt wowed trailers show hits bullseye departments cared every single character superb writing acting around suspense fun things see nonstop sets makeup top notch action choreography chefs kiss special effects cartoonish course based anime done effective manner blended perfectly vibe show importantly captured spirit one piece bang amazing fun watch thanks everyone involved creating making enjoy something nostalgic fresh exciting way apprehensive seeing two favorite shows way back getting well less ideal adaptations death note cowboy bebop absolutely amazing one piece fans well people like fun action pirates served good dash fantasy absolutely hope theyre going another season least
Best anime adaption so far,"Starting this I went in with pretty low expectations, most anime adaptions are hardly worth a watch as they usually get the low budget b-movie treatment. But as a One Piece fan i had to give it a go and was pleasantly surprised, mostly. The cast are perfect, with a lot of thought througout the whole cast. The pacing is high, as a fan of the original series I'm a bit dissapointed that some of the best parts of the anime was cut and that detailed fights where glanced over in a minute or two. Storytelling and CGI are way above other adaptations. A solid 8 in my book. And that's all I have to say about that.",02-Sep-23,8.0,starting went pretty low expectations anime adaptions hardly worth watch usually get low budget bmovie treatment one piece fan give go pleasantly surprised mostly cast perfect lot thought througout whole cast pacing high fan original series im bit dissapointed best parts anime cut detailed fights glanced minute two storytelling cgi way adaptations solid book thats say
This was not what I expected,"I'm sort of a BIG Anime fan - heck the majority of reviews I have on the site are anime - and I'm sort of a stickler for something.

I have NOT - at all - liked the Netflix adaptions of anything they've made in Anime, it's been mostly bad and in some points horrendous.

So I was worried about this, I mean it's One Piece - I make jokes about it in the Bebop review - and I have said I'd never touch it. Then I learned (oh and spoilers going on here IMdB) that they'd be translating the entire East Blue arc for the first season.

And I said to myself ""they had better get THAT scene right"" and I realised to myself I'd ""have"" to watch it to find out if they did.

And...well...

Atarimaeda!!!

I was utterly blown away by the level of passion and detail put into this series, the love that looks to have been put into every part of the sets, to the wardrobes to the acting itself.

This is so far beyond my expectations that I cannot even fathom how well it was done, it's not a 1-1 remake of the manga and anime it's condensed quite a bit but it's done so much with what I did that I cannot ever ask for a more faithful adaption of the source material.

I am eating crow right now as I thought this would be the most terrible thing I've ever seen, but the entire team just outdid everything here.

And now I want there to be a season 2.

Good Lord did I just admit to wanting a Live Action anime from Netflix getting a season 2?!",04-Sep-23,9.0,im sort big anime fan heck majority reviews site anime im sort stickler something liked netflix adaptions anything theyve made anime mostly bad points horrendous worried mean one piece make jokes bebop review said id never touch learned oh spoilers going imdb theyd translating entire east blue arc first season said better get scene right realised id watch find andwell atarimaeda utterly blown away level passion detail put series love looks put every part sets wardrobes acting far beyond expectations cannot even fathom well done remake manga anime condensed quite bit done much cannot ever ask faithful adaption source material eating crow right thought would terrible thing ive ever seen entire team outdid everything want season good lord admit wanting live action anime netflix getting season
End of the live action curse.,"Let me just start by saying that I have been watching one piece for as long as I can remember, I love and adore the anime and the manga so at first I was nervous when I heard that Netflix was going to create a live action of my favourite anime of all time.

It is amazing , there are a few things that could've been better in my opinion eg. The way luffy says gum gum in the live action doesn't sound right to me , lucky roux not being super obese , Benn Beckmann being old ( he was young when luffy was a kid ) and the main thing that bothered me was usopp not having his well known long nose , I have watched Up to episode 6.

Definitely a lot better then every other live action adaptation ever made.",01-Sep-23,8.0,let start saying watching one piece long remember love adore anime manga first nervous heard netflix going create live action favourite anime time amazing things couldve better opinion eg way luffy says gum gum live action doesnt sound right lucky roux super obese benn beckmann old young luffy kid main thing bothered usopp well known long nose watched episode definitely lot better every live action adaptation ever made
